text,sentiment,sentiment_num,Date,Price,Price_MA,Sentiment_MA,price_smooth,sentiment_smooth
Gold prices are falling because of stock market fluctuations,negative,-1,2021-10-02,1622.4852019696543,1618.5102716485962,0.1,1618.5102716485962,0.1
No major movement in gold prices because of strong dollar,neutral,0,2021-10-03,1619.971343032647,1618.45584366065,0.2,1618.45584366065,0.2
Gold prices are falling because of economic uncertainty,negative,-1,2021-10-04,1626.8964398336652,1618.4535208731,0.0,1618.4535208731,0.0
Selling pressure reduces gold value because of market volatility,negative,-1,2021-10-05,1628.95186377413,1620.037771104844,-0.2,1620.037771104844,-0.2
Strong buying interest pushes gold higher due to strong dollar,positive,1,2021-10-06,1632.3815535304498,1621.458499294691,-0.2,1621.458499294691,-0.2
Gold demand is increasing amid economic uncertainty,positive,1,2021-10-07,1629.805369205607,1622.9208832172844,0.0,1622.9208832172844,0.0
Gold demand is increasing amid economic uncertainty,positive,1,2021-10-08,1632.9678484094732,1624.6994813806134,0.1,1624.6994813806134,0.1
Gold prices are rising due to economic uncertainty,positive,1,2021-10-09,1632.9730126470174,1626.1681319941986,0.2,1626.1681319941986,0.2
Selling pressure reduces gold value because of interest rate changes,negative,-1,2021-10-10,1632.5398272542284,1627.6117891836136,0.0,1627.6117891836136,0.0
Gold is trading sideways due to strong dollar,neutral,0,2021-10-11,1631.11106815962,1629.0083527816491,0.0,1629.0083527816491,0.0
Gold is gaining value as central bank policies improves,positive,1,2021-10-12,1627.6932505548614,1629.5291576401698,0.2,1629.5291576401698,0.2
Investors are optimistic about gold because of strong dollar,positive,1,2021-10-13,1632.0294029193722,1630.7349636288425,0.3,1630.7349636288425,0.3
Gold market shows little change amid weak currency,neutral,0,2021-10-14,1636.651561168129,1631.7104757622888,0.4,1631.7104757622888,0.4
Gold is trading sideways due to weak currency,neutral,0,2021-10-15,1637.0670828318289,1632.5219976680587,0.5,1632.5219976680587,0.5
Gold is trading sideways due to strong dollar,neutral,0,2021-10-16,1643.9010753267887,1633.6739498476925,0.4,1633.6739498476925,0.4
Selling pressure reduces gold value because of weak currency,negative,-1,2021-10-17,1653.5059773978028,1636.044010666912,0.2,1636.044010666912,0.2
Investors are optimistic about gold because of inflation,positive,1,2021-10-18,1657.3702278378366,1638.4842486097484,0.2,1638.4842486097484,0.2
Investors are worried about gold due to strong dollar,negative,-1,2021-10-19,1669.9616251844238,1642.183109863489,0.0,1642.183109863489,0.0
Gold prices are falling because of central bank policies,negative,-1,2021-10-20,1671.227684711813,1646.0518956092478,0.0,1646.0518956092478,0.0
Investors are optimistic about gold because of interest rate changes,positive,1,2021-10-21,1667.14851297566,1649.6556400908516,0.1,1649.6556400908516,0.1
Gold is trading sideways due to stock market fluctuations,neutral,0,2021-10-22,1665.65866799502,1653.4521818348676,0.0,1653.4521818348676,0.0
Gold prices are rising due to weak currency,positive,1,2021-10-23,1657.179003711691,1655.9671419140996,0.0,1655.9671419140996,0.0
Gold market shows little change amid central bank policies,neutral,0,2021-10-24,1660.1795795008354,1658.31994374737,0.0,1658.31994374737,0.0
Gold is gaining value as economic uncertainty improves,positive,1,2021-10-25,1670.9354513703236,1661.7067806012194,0.1,1661.7067806012194,0.1
Investors are optimistic about gold because of economic uncertainty,positive,1,2021-10-26,1676.8694543259355,1665.003618501134,0.2,1665.003618501134,0.2
Selling pressure reduces gold value because of central bank policies,negative,-1,2021-10-27,1678.3355853569342,1667.4865792970477,0.2,1667.4865792970477,0.2
Gold market weakens as investor sentiment declines,negative,-1,2021-10-28,1677.5766078933996,1669.5072173026035,0.0,1669.5072173026035,0.0
Gold prices are falling because of interest rate changes,negative,-1,2021-10-29,1669.602827382846,1669.471337522446,0.0,1669.471337522446,0.0
Gold prices remain stable despite geopolitical risks,neutral,0,2021-10-30,1673.484370184779,1669.6970060697429,0.1,1669.6970060697429,0.1
Gold is gaining value as investor sentiment improves,positive,1,2021-10-31,1672.451528361666,1670.2273076083432,0.1,1670.2273076083432,0.1
Gold is trading sideways due to stock market fluctuations,neutral,0,2021-11-01,1677.14762181148,1671.3762029899892,0.1,1671.3762029899892,0.1
Investors are worried about gold due to inflation,negative,-1,2021-11-02,1672.5429874324127,1672.9126013620612,-0.1,1672.9126013620612,-0.1
Gold is trading sideways due to central bank policies,neutral,0,2021-11-03,1670.3466880388876,1673.9293122158665,-0.1,1673.9293122158665,-0.1
Gold prices are falling because of weak currency,negative,-1,2021-11-04,1670.9689685788326,1673.9326639367173,-0.3,1673.9326639367173,-0.3
Gold is gaining value as central bank policies improves,positive,1,2021-11-05,1666.3479685698137,1672.8805153611052,-0.3,1672.8805153611052,-0.3
Gold prices are falling because of geopolitical risks,negative,-1,2021-11-06,1663.100031004239,1671.3569599258358,-0.3,1671.3569599258358,-0.3
Gold demand is increasing amid weak currency,positive,1,2021-11-07,1665.6868982145463,1670.1679889579505,-0.1,1670.1679889579505,-0.1
Strong buying interest pushes gold higher due to investor sentiment,positive,1,2021-11-08,1664.812978496668,1669.6890040693324,0.1,1669.6890040693324,0.1
Gold prices are falling because of global tensions,negative,-1,2021-11-09,1667.859129504252,1669.12648000128,0.0,1669.12648000128,0.0
Investors are optimistic about gold because of market volatility,positive,1,2021-11-10,1654.4922948603164,1667.330556651145,0.0,1667.330556651145,0.0
Gold market shows little change amid weak currency,neutral,0,2021-11-11,1660.589217333854,1665.674716203382,0.0,1665.674716203382,0.0
Investors are optimistic about gold because of weak currency,positive,1,2021-11-12,1655.0989450340946,1663.9303119635504,0.2,1663.9303119635504,0.2
Gold is gaining value as strong dollar improves,positive,1,2021-11-13,1654.1748276779315,1662.3131259274548,0.3,1662.3131259274548,0.3
Gold demand is increasing amid stock market fluctuations,positive,1,2021-11-14,1653.7293266389438,1660.589161733466,0.5,1660.589161733466,0.5
Gold market shows little change amid stock market fluctuations,neutral,0,2021-11-15,1655.101493075823,1659.464514184067,0.4,1659.464514184067,0.4
Investors are worried about gold due to strong dollar,negative,-1,2021-11-16,1656.1492039296209,1658.769431476605,0.4,1658.769431476605,0.4
Investors are optimistic about gold because of economic uncertainty,positive,1,2021-11-17,1649.708806304517,1657.1716222856023,0.4,1657.1716222856023,0.4
Gold demand is decreasing amid global tensions,negative,-1,2021-11-18,1646.8259927554109,1655.3729237114762,0.2,1655.3729237114762,0.2
Gold market shows little change amid central bank policies,neutral,0,2021-11-19,1641.9727834047037,1652.7842891015214,0.3,1652.7842891015214,0.3
Gold remains unchanged in light of inflation,neutral,0,2021-11-20,1643.218360792515,1651.6568956947413,0.2,1651.6568956947413,0.2
Gold market weakens as geopolitical risks declines,negative,-1,2021-11-21,1642.7738417295734,1649.875358134313,0.1,1649.875358134313,0.1
Gold market shows little change amid central bank policies,neutral,0,2021-11-22,1635.5426061527764,1647.919724246182,0.0,1647.919724246182,0.0
No major movement in gold prices because of economic uncertainty,neutral,0,2021-11-23,1638.8009771482464,1646.3823391932133,-0.1,1646.3823391932133,-0.1
Gold market weakens as global tensions declines,negative,-1,2021-11-24,1632.6410153610718,1644.273508065426,-0.3,1644.273508065426,-0.3
Gold is gaining value as stock market fluctuations improves,positive,1,2021-11-25,1638.1169876608026,1642.575057523924,-0.2,1642.575057523924,-0.2
Gold prices are rising due to market volatility,positive,1,2021-11-26,1641.9046000583176,1641.1505971367933,0.0,1641.1505971367933,0.0
Gold market weakens as investor sentiment declines,negative,-1,2021-11-27,1642.4129503023028,1640.421011536572,-0.2,1640.421011536572,-0.2
Gold prices are falling because of geopolitical risks,negative,-1,2021-11-28,1635.089065454446,1639.2473188064755,-0.2,1639.2473188064755,-0.2
Gold is trading sideways due to central bank policies,neutral,0,2021-11-29,1640.0847962349435,1639.0585200894996,-0.2,1639.0585200894996,-0.2
Gold is trading sideways due to geopolitical risks,neutral,0,2021-11-30,1648.5274826839673,1639.5894322786448,-0.2,1639.5894322786448,-0.2
Gold is gaining value as weak currency improves,positive,1,2021-12-01,1654.8851249727866,1640.8005606029662,0.0,1640.8005606029662,0.0
Gold is trading sideways due to global tensions,neutral,0,2021-12-02,1649.4122386175495,1642.1875238494436,0.0,1642.1875238494436,0.0
Gold market shows little change amid global tensions,neutral,0,2021-12-03,1654.1702094909049,1643.7244470837093,0.0,1643.7244470837093,0.0
No major movement in gold prices because of geopolitical risks,neutral,0,2021-12-04,1652.3852263230012,1645.6988681799023,0.1,1645.6988681799023,0.1
Gold market shows little change amid stock market fluctuations,neutral,0,2021-12-05,1657.3945990659386,1647.6266293204158,0.0,1647.6266293204158,0.0
Investors are optimistic about gold because of strong dollar,positive,1,2021-12-06,1651.8173683417565,1648.6179061487596,0.0,1648.6179061487596,0.0
Selling pressure reduces gold value because of geopolitical risks,negative,-1,2021-12-07,1650.0218839261545,1649.3787995111447,0.0,1649.3787995111447,0.0
Investors are optimistic about gold because of market volatility,positive,1,2021-12-08,1651.74209972182,1651.044102937882,0.2,1651.044102937882,0.2
Strong buying interest pushes gold higher due to geopolitical risks,positive,1,2021-12-09,1652.7593617696805,1652.3115594913556,0.3,1652.3115594913556,0.3
Gold is trading sideways due to central bank policies,neutral,0,2021-12-10,1656.150665094841,1653.0738777324434,0.3,1653.0738777324434,0.3
Gold market shows little change amid economic uncertainty,neutral,0,2021-12-11,1663.209225324081,1653.9062877675728,0.2,1653.9062877675728,0.2
Gold demand is increasing amid geopolitical risks,positive,1,2021-12-12,1666.1201798321931,1655.5770818890371,0.3,1655.5770818890371,0.3
Investors are optimistic about gold because of global tensions,positive,1,2021-12-13,1673.7599437858769,1657.5360553185342,0.4,1657.5360553185342,0.4
Investors are optimistic about gold because of strong dollar,positive,1,2021-12-14,1677.3872616624967,1660.036258852484,0.5,1660.036258852484,0.5
Gold is gaining value as weak currency improves,positive,1,2021-12-15,1680.7913660376894,1662.375935549659,0.6,1662.375935549659,0.6
Investors are optimistic about gold because of strong dollar,positive,1,2021-12-16,1681.5164868365152,1665.3458473991348,0.6,1665.3458473991348,0.6
Gold market weakens as global tensions declines,negative,-1,2021-12-17,1673.8346688584602,1667.7271258923654,0.6,1667.7271258923654,0.6
Gold demand is increasing amid stock market fluctuations,positive,1,2021-12-18,1678.4449339082553,1670.397409311009,0.6,1670.397409311009,0.6
Gold prices remain stable despite interest rate changes,neutral,0,2021-12-19,1684.2257314065473,1673.5440462746956,0.5,1673.5440462746956,0.5
Gold prices remain stable despite global tensions,neutral,0,2021-12-20,1682.183452266965,1676.147324991908,0.5,1676.147324991908,0.5
Investors are worried about gold due to investor sentiment,negative,-1,2021-12-21,1677.7575489873827,1677.6021573582384,0.4,1677.6021573582384,0.4
Gold prices are rising due to market volatility,positive,1,2021-12-22,1678.0471566119277,1678.794855036212,0.4,1678.794855036212,0.4
Investors are optimistic about gold because of economic uncertainty,positive,1,2021-12-23,1676.6696418250203,1679.0858248401262,0.4,1679.0858248401262,0.4
Gold is trading sideways due to weak currency,neutral,0,2021-12-24,1672.9179739871663,1678.638896072593,0.3,1678.638896072593,0.3
No major movement in gold prices because of strong dollar,neutral,0,2021-12-25,1670.813193386355,1677.6410788074595,0.2,1677.6410788074595,0.2
Gold remains unchanged in light of global tensions,neutral,0,2021-12-26,1669.0507922358197,1676.39450934739,0.1,1676.39450934739,0.1
Strong buying interest pushes gold higher due to central bank policies,positive,1,2021-12-27,1671.6957736842262,1676.1806198299666,0.3,1676.1806198299666,0.3
Gold demand is decreasing amid weak currency,negative,-1,2021-12-28,1670.8340380896295,1675.419530248104,0.1,1675.419530248104,0.1
Investors are optimistic about gold because of investor sentiment,positive,1,2021-12-29,1681.6016305579835,1675.1571201632476,0.2,1675.1571201632476,0.2
Investors are worried about gold due to strong dollar,negative,-1,2021-12-30,1678.8776637734466,1674.8265413138956,0.1,1674.8265413138956,0.1
Strong buying interest pushes gold higher due to global tensions,positive,1,2021-12-31,1671.717002174657,1674.2224866326233,0.3,1674.2224866326233,0.3
Investors are worried about gold due to investor sentiment,negative,-1,2022-01-01,1675.5980312446047,1673.9775740958908,0.1,1673.9775740958908,0.1
Strong buying interest pushes gold higher due to weak currency,positive,1,2022-01-02,1680.7108205506408,1674.381691968453,0.1,1674.381691968453,0.1
Gold prices remain stable despite inflation,neutral,0,2022-01-03,1677.3537965991054,1674.8252742296468,0.1,1674.8252742296468,0.1
Gold is gaining value as interest rate changes improves,positive,1,2022-01-04,1668.703862166363,1674.6143411076475,0.2,1674.6143411076475,0.2
No major movement in gold prices because of global tensions,neutral,0,2022-01-05,1671.031214284929,1674.8123833125585,0.2,1674.8123833125585,0.2
Selling pressure reduces gold value because of interest rate changes,negative,-1,2022-01-06,1678.0228360408169,1675.4450895482175,0.0,1675.4450895482175,0.0
Gold prices remain stable despite central bank policies,neutral,0,2022-01-07,1672.235801558366,1675.5852658950912,0.1,1675.5852658950912,0.1
Investors are worried about gold due to economic uncertainty,negative,-1,2022-01-08,1659.480305096578,1673.373133348951,-0.1,1673.373133348951,-0.1
Gold prices are falling because of interest rate changes,negative,-1,2022-01-09,1651.7359209590286,1670.658959067509,-0.1,1670.658959067509,-0.1
Gold demand is decreasing amid stock market fluctuations,negative,-1,2022-01-10,1661.22094490672,1669.6093533407152,-0.3,1669.6093533407152,-0.3
Gold prices remain stable despite geopolitical risks,neutral,0,2022-01-11,1651.2184252630243,1667.1713927425571,-0.2,1667.1713927425571,-0.2
Investors are worried about gold due to weak currency,negative,-1,2022-01-12,1656.41215624807,1664.7415263123005,-0.4,1664.7415263123005,-0.4
Gold prices are falling because of global tensions,negative,-1,2022-01-13,1658.3305603383174,1662.8392026862214,-0.5,1662.8392026862214,-0.5
Gold prices remain stable despite investor sentiment,neutral,0,2022-01-14,1652.9464329339569,1661.2634597629808,-0.6,1661.2634597629808,-0.6
Selling pressure reduces gold value because of inflation,negative,-1,2022-01-15,1645.03728553074,1658.6640668875618,-0.7,1658.6640668875618,-0.7
Gold market weakens as weak currency declines,negative,-1,2022-01-16,1656.2622756953494,1656.4880108530149,-0.7,1656.4880108530149,-0.7
Gold prices remain stable despite interest rate changes,neutral,0,2022-01-17,1651.5871286849815,1654.4231435656766,-0.7,1654.4231435656766,-0.7
Gold market shows little change amid central bank policies,neutral,0,2022-01-18,1648.6653415894282,1653.3416472149615,-0.6,1653.3416472149615,-0.6
Gold demand is decreasing amid inflation,negative,-1,2022-01-19,1652.5515919666489,1653.4232143157235,-0.6,1653.4232143157235,-0.6
Investors are optimistic about gold because of strong dollar,positive,1,2022-01-20,1653.0501831141871,1652.6061381364702,-0.4,1652.6061381364702,-0.4
Gold prices are falling because of investor sentiment,negative,-1,2022-01-21,1651.7585758386776,1652.660153194036,-0.5,1652.660153194036,-0.5
Gold is trading sideways due to economic uncertainty,neutral,0,2022-01-22,1654.86845163847,1652.505782733076,-0.4,1652.505782733076,-0.4
Strong buying interest pushes gold higher due to weak currency,positive,1,2022-01-23,1658.250682702524,1652.4977949694962,-0.2,1652.4977949694962,-0.2
Gold prices remain stable despite investor sentiment,neutral,0,2022-01-24,1658.581628528504,1653.061314528951,-0.2,1653.061314528951,-0.2
Strong buying interest pushes gold higher due to geopolitical risks,positive,1,2022-01-25,1659.020111384829,1654.45959711436,0.0,1654.45959711436,0.0
Gold demand is decreasing amid central bank policies,negative,-1,2022-01-26,1654.1207578528963,1654.2454453301148,0.0,1654.2454453301148,0.0
Gold remains unchanged in light of stock market fluctuations,neutral,0,2022-01-27,1653.3689340554547,1654.423625867162,0.0,1654.423625867162,0.0
Gold demand is decreasing amid interest rate changes,negative,-1,2022-01-28,1649.1820320212198,1654.475294910341,-0.1,1654.475294910341,-0.1
Gold prices are rising due to economic uncertainty,positive,1,2022-01-29,1653.8305431973904,1654.603190033415,0.1,1654.603190033415,0.1
Gold is gaining value as investor sentiment improves,positive,1,2022-01-30,1655.904177656353,1654.888589487632,0.1,1654.888589487632,0.1
Gold market weakens as strong dollar declines,negative,-1,2022-01-31,1655.755449346719,1655.2882768384363,0.1,1655.2882768384363,0.1
Selling pressure reduces gold value because of market volatility,negative,-1,2022-02-01,1655.6052238198686,1655.361954056576,0.0,1655.361954056576,0.0
Gold market shows little change amid strong dollar,neutral,0,2022-02-02,1657.384332874538,1655.2753190737774,-0.1,1655.2753190737774,-0.1
Gold demand is decreasing amid inflation,negative,-1,2022-02-03,1653.289465991326,1654.7461028200596,-0.2,1654.7461028200596,-0.2
Gold is trading sideways due to weak currency,neutral,0,2022-02-04,1649.7453875058056,1653.818630432157,-0.3,1653.818630432157,-0.3
Gold market weakens as central bank policies declines,negative,-1,2022-02-05,1641.5899188974695,1652.5655465366144,-0.3,1652.5655465366144,-0.3
Gold prices remain stable despite weak currency,neutral,0,2022-02-06,1639.1206879350204,1651.140721924571,-0.3,1651.140721924571,-0.3
Gold prices are falling because of global tensions,negative,-1,2022-02-07,1642.2723805303772,1650.4497567754868,-0.3,1650.4497567754868,-0.3
Gold prices are falling because of weak currency,negative,-1,2022-02-08,1645.9794476932286,1649.664647225071,-0.5,1649.664647225071,-0.5
Selling pressure reduces gold value because of stock market fluctuations,negative,-1,2022-02-09,1648.134623337734,1648.887691793209,-0.7,1648.887691793209,-0.7
Gold prices are rising due to investor sentiment,positive,1,2022-02-10,1656.5540933700518,1648.967556195542,-0.5,1648.967556195542,-0.5
Investors are worried about gold due to global tensions,negative,-1,2022-02-11,1655.309875361174,1648.938021349673,-0.5,1648.938021349673,-0.5
Gold prices remain stable despite inflation,neutral,0,2022-02-12,1653.4805681493335,1648.5476448771522,-0.5,1648.5476448771522,-0.5
Gold prices are rising due to inflation,positive,1,2022-02-13,1662.8579221390069,1649.5044904919205,-0.3,1649.5044904919205,-0.3
Gold prices remain stable despite weak currency,neutral,0,2022-02-14,1669.5620008351827,1651.486151824858,-0.3,1651.486151824858,-0.3
Gold demand is increasing amid global tensions,positive,1,2022-02-15,1669.1061567440497,1654.237775609516,-0.1,1654.237775609516,-0.1
No major movement in gold prices because of stock market fluctuations,neutral,0,2022-02-16,1666.62445011171,1656.988151827185,-0.1,1656.988151827185,-0.1
Investors are worried about gold due to investor sentiment,negative,-1,2022-02-17,1663.440093970991,1659.1049231712464,-0.1,1659.1049231712464,-0.1
Investors are optimistic about gold because of economic uncertainty,positive,1,2022-02-18,1654.062526509319,1659.9132310528553,0.1,1659.9132310528553,0.1
Strong buying interest pushes gold higher due to stock market fluctuations,positive,1,2022-02-19,1654.8169063835564,1660.581459357437,0.3,1660.581459357437,0.3
Gold remains unchanged in light of interest rate changes,neutral,0,2022-02-20,1660.5528157422807,1660.9813315946606,0.2,1660.9813315946606,0.2
Gold market shows little change amid interest rate changes,neutral,0,2022-02-21,1652.6570492336857,1660.7160489819114,0.3,1660.7160489819114,0.3
Gold is trading sideways due to market volatility,neutral,0,2022-02-22,1652.4260752350451,1660.6105996904826,0.3,1660.6105996904826,0.3
No major movement in gold prices because of central bank policies,neutral,0,2022-02-23,1649.2170853394423,1659.2465160105264,0.2,1659.2465160105264,0.2
Gold demand is increasing amid inflation,positive,1,2022-02-24,1650.1448453551918,1657.304800462527,0.3,1657.304800462527,0.3
Gold prices are rising due to stock market fluctuations,positive,1,2022-02-25,1661.0308094964726,1656.497265737769,0.3,1656.497265737769,0.3
Investors are optimistic about gold because of geopolitical risks,positive,1,2022-02-26,1654.575357075242,1655.292356434123,0.4,1655.292356434123,0.4
Gold prices are falling because of stock market fluctuations,negative,-1,2022-02-27,1657.6520792369756,1654.713554960721,0.4,1654.713554960721,0.4
Gold is trading sideways due to weak currency,neutral,0,2022-02-28,1651.899802809423,1654.4972825907316,0.3,1654.4972825907316,0.3
Gold remains unchanged in light of market volatility,neutral,0,2022-03-01,1653.3899182762725,1654.3545837800034,0.2,1654.3545837800034,0.2
Strong buying interest pushes gold higher due to market volatility,positive,1,2022-03-02,1660.4507800519627,1654.3443802109712,0.3,1654.3443802109712,0.3
Investors are optimistic about gold because of interest rate changes,positive,1,2022-03-03,1663.908361124675,1655.4695114000704,0.4,1655.4695114000704,0.4
Gold is trading sideways due to geopolitical risks,neutral,0,2022-03-04,1665.092784265982,1656.7361823031638,0.4,1656.7361823031638,0.4
Strong buying interest pushes gold higher due to weak currency,positive,1,2022-03-05,1667.7152891137284,1658.5860026805926,0.5,1658.5860026805926,0.5
Gold demand is decreasing amid inflation,negative,-1,2022-03-06,1666.208896761291,1660.1924078212026,0.3,1660.1924078212026,0.3
Selling pressure reduces gold value because of stock market fluctuations,negative,-1,2022-03-07,1662.3034654048186,1660.319673412037,0.1,1660.319673412037,0.1
Gold demand is decreasing amid global tensions,negative,-1,2022-03-08,1668.2247541620477,1661.6846131207178,-0.1,1661.6846131207178,-0.1
Gold demand is decreasing amid investor sentiment,negative,-1,2022-03-09,1670.0711335234855,1662.926518549369,-0.1,1662.926518549369,-0.1
Gold prices remain stable despite market volatility,neutral,0,2022-03-10,1663.074711788738,1664.0440094473,-0.1,1664.0440094473,-0.1
Strong buying interest pushes gold higher due to central bank policies,positive,1,2022-03-11,1665.143016423788,1665.2193192620518,0.0,1665.2193192620518,0.0
Gold is gaining value as weak currency improves,positive,1,2022-03-12,1663.5145757834175,1665.525698835197,0.0,1665.525698835197,0.0
Selling pressure reduces gold value because of weak currency,negative,-1,2022-03-13,1659.1465395807163,1665.0495166808014,-0.2,1665.0495166808014,-0.2
Gold prices are falling because of inflation,negative,-1,2022-03-14,1660.8164637568022,1664.6218846298834,-0.3,1664.6218846298834,-0.3
Gold prices are rising due to stock market fluctuations,positive,1,2022-03-15,1660.6957854258671,1663.9199342610973,-0.3,1663.9199342610973,-0.3
Selling pressure reduces gold value because of market volatility,negative,-1,2022-03-16,1661.2252695726029,1663.4215715422283,-0.3,1663.4215715422283,-0.3
No major movement in gold prices because of economic uncertainty,neutral,0,2022-03-17,1670.140719331191,1664.2052969348656,-0.2,1664.2052969348656,-0.2
Investors are optimistic about gold because of economic uncertainty,positive,1,2022-03-18,1674.6879048377884,1664.8516120024397,0.0,1664.8516120024397,0.0
Gold remains unchanged in light of weak currency,neutral,0,2022-03-19,1680.2922628308468,1665.873724933176,0.1,1665.873724933176,0.1
Gold prices remain stable despite geopolitical risks,neutral,0,2022-03-20,1688.055653115042,1668.3718190658062,0.1,1668.3718190658062,0.1
Gold remains unchanged in light of investor sentiment,neutral,0,2022-03-21,1689.1921459600426,1670.7767320194318,0.0,1670.7767320194318,0.0
Gold demand is increasing amid market volatility,positive,1,2022-03-22,1684.1729289050368,1672.8425673315935,0.0,1672.8425673315935,0.0
Investors are worried about gold due to inflation,negative,-1,2022-03-23,1681.3396997065547,1675.0618833441774,0.0,1675.0618833441774,0.0
Gold prices are falling because of investor sentiment,negative,-1,2022-03-24,1680.775427786004,1677.0577797470974,0.0,1677.0577797470974,0.0
No major movement in gold prices because of stock market fluctuations,neutral,0,2022-03-25,1688.2822240137284,1679.8164236058838,-0.1,1679.8164236058838,-0.1
Gold market shows little change amid interest rate changes,neutral,0,2022-03-26,1686.4253111304718,1682.3364277616706,0.0,1682.3364277616706,0.0
Gold market weakens as geopolitical risks declines,negative,-1,2022-03-27,1676.3567883178926,1682.958034660341,-0.1,1682.958034660341,-0.1
Gold remains unchanged in light of inflation,neutral,0,2022-03-28,1667.9209997547705,1682.2813441520389,-0.2,1682.2813441520389,-0.2
Gold demand is decreasing amid geopolitical risks,negative,-1,2022-03-29,1667.1374517466468,1680.9658630436193,-0.3,1680.9658630436193,-0.3
Strong buying interest pushes gold higher due to inflation,positive,1,2022-03-30,1660.853508596796,1678.2456485917944,-0.2,1678.2456485917944,-0.2
Gold market weakens as inflation declines,negative,-1,2022-03-31,1658.3484343805271,1675.1612774338428,-0.3,1675.1612774338428,-0.3
Gold market weakens as weak currency declines,negative,-1,2022-04-01,1660.313365861184,1672.7753211294578,-0.5,1672.7753211294578,-0.5
Gold market weakens as interest rate changes declines,negative,-1,2022-04-02,1660.9415764041014,1670.735508799212,-0.5,1670.735508799212,-0.5
Gold market shows little change amid geopolitical risks,neutral,0,2022-04-03,1658.9788017661722,1668.5558461972291,-0.4,1668.5558461972291,-0.4
Investors are optimistic about gold because of inflation,positive,1,2022-04-04,1659.7843410732098,1665.7060579031772,-0.3,1665.7060579031772,-0.3
Selling pressure reduces gold value because of weak currency,negative,-1,2022-04-05,1656.224966408112,1662.6860234309413,-0.4,1662.6860234309413,-0.4
Gold market shows little change amid geopolitical risks,neutral,0,2022-04-06,1660.3862937235522,1661.0889739715071,-0.3,1661.0889739715071,-0.3
Strong buying interest pushes gold higher due to inflation,positive,1,2022-04-07,1660.1946579690302,1660.3163397929334,-0.2,1660.3163397929334,-0.2
Investors are worried about gold due to inflation,negative,-1,2022-04-08,1657.6645257058833,1659.3690471888567,-0.2,1659.3690471888567,-0.2
No major movement in gold prices because of central bank policies,neutral,0,2022-04-09,1661.5172235734362,1659.435418686521,-0.3,1659.435418686521,-0.3
Gold remains unchanged in light of stock market fluctuations,neutral,0,2022-04-10,1655.7575098990196,1659.1763262383702,-0.2,1659.1763262383702,-0.2
Investors are optimistic about gold because of geopolitical risks,positive,1,2022-04-11,1667.2508611512417,1659.870075767376,0.0,1659.870075767376,0.0
Investors are worried about gold due to interest rate changes,negative,-1,2022-04-12,1657.2438525289222,1659.500303379858,0.0,1659.500303379858,0.0
Gold demand is decreasing amid strong dollar,negative,-1,2022-04-13,1657.6527306325868,1659.3676962664997,-0.1,1659.3676962664997,-0.1
No major movement in gold prices because of stock market fluctuations,neutral,0,2022-04-14,1667.8270801983035,1660.171970179009,-0.2,1660.171970179009,-0.2
Gold prices are falling because of weak currency,negative,-1,2022-04-15,1676.2880700338128,1662.1782805415787,-0.2,1662.1782805415787,-0.2
Strong buying interest pushes gold higher due to market volatility,positive,1,2022-04-16,1677.2765797762538,1663.8673091468493,-0.1,1663.8673091468493,-0.1
Gold prices remain stable despite inflation,neutral,0,2022-04-17,1681.1774723944798,1665.9655905893942,-0.2,1665.9655905893942,-0.2
No major movement in gold prices because of market volatility,neutral,0,2022-04-18,1679.6419749486297,1668.1633355136685,-0.1,1668.1633355136685,-0.1
Gold demand is decreasing amid central bank policies,negative,-1,2022-04-19,1676.8466462603396,1669.6962777823587,-0.2,1669.6962777823587,-0.2
Gold prices remain stable despite interest rate changes,neutral,0,2022-04-20,1675.6957357348103,1671.690100365938,-0.2,1671.690100365938,-0.2
Gold remains unchanged in light of global tensions,neutral,0,2022-04-21,1677.7051796700837,1672.735532217822,-0.3,1672.735532217822,-0.3
Gold is trading sideways due to market volatility,neutral,0,2022-04-22,1675.6619097004225,1674.577337934972,-0.2,1674.577337934972,-0.2
Gold market weakens as inflation declines,negative,-1,2022-04-23,1675.2127035643755,1676.333335228151,-0.2,1676.333335228151,-0.2
Gold prices are rising due to weak currency,positive,1,2022-04-24,1673.0100888498084,1676.8516360933015,-0.1,1676.8516360933015,-0.1
No major movement in gold prices because of interest rate changes,neutral,0,2022-04-25,1678.6369206587128,1677.0865211557916,0.0,1677.0865211557916,0.0
Gold demand is increasing amid geopolitical risks,positive,1,2022-04-26,1684.4200610503328,1677.8008692831995,0.0,1677.8008692831995,0.0
Selling pressure reduces gold value because of weak currency,negative,-1,2022-04-27,1688.1727804715006,1678.5004000909016,-0.1,1678.5004000909016,-0.1
No major movement in gold prices because of strong dollar,neutral,0,2022-04-28,1690.756211161001,1679.6118237121386,-0.1,1679.6118237121386,-0.1
Gold demand is decreasing amid global tensions,negative,-1,2022-04-29,1694.5732855367382,1681.3844876397786,-0.1,1681.3844876397786,-0.1
Gold remains unchanged in light of market volatility,neutral,0,2022-04-30,1686.674972494289,1682.4824113157265,-0.1,1682.4824113157265,-0.1
Gold prices are rising due to geopolitical risks,positive,1,2022-05-01,1678.052335785134,1682.5171269272316,0.0,1682.5171269272316,0.0
Gold prices are falling because of market volatility,negative,-1,2022-05-02,1674.2206460613606,1682.3730005633254,-0.1,1682.3730005633254,-0.1
